"cid","ROUTE_NUMB","AADT","StreetImageryDate","MedianType","SecondaryAttribute","MedianWidth","RoadsideBarrier","MedianNotes","Latitude","Longitude"
509,70,4200,2022-10-01,"no median",NA,NA,NA,NA,39.7798999190461,-120.056114637281
3762,70,4200,2024-08-01,"no median",NA,NA,NA,NA,39.7786519559231,-120.051538302151
187,70,4200,2022-10-01,"no median",NA,NA,NA,NA,39.7753197770861,-120.039380363813
82,284,350,2009-02-01,"no median","intersection",NA,NA,"T",39.8043262243758,-120.139055702059
1747,284,350,2009-02-01,"no median",NA,NA,NA,NA,39.8172175868222,-120.138059792825
1265,284,350,2009-05-01,"no median",NA,NA,NA,NA,39.8226614106956,-120.137761218805
1117,284,350,2009-02-01,"no median","intersection",NA,NA,"t-junction, no break in median",39.8395555431538,-120.144091787706
1610,284,350,2009-02-01,"no median",NA,NA,"cable",NA,39.8440352290426,-120.146423112836
658,0,0,2009-02-01,"no median",NA,NA,"cable",NA,39.8452954661129,-120.147079840063
1820,0,0,2009-02-01,"no median",NA,NA,"cable",NA,39.8581292701497,-120.15234371589
3042,284,350,2009-02-01,"no median",NA,NA,NA,NA,39.8674276836408,-120.167716456249
136,284,350,2009-02-01,"no median",NA,NA,NA,NA,39.8846144995596,-120.192929617108
1780,5,26500,2024-07-01,"vegetative, gravel","dense shrubs/trees","10-20 meters","cable",NA,39.7982255320827,-122.200665653297
947,5,26500,2024-07-01,"thrie beam, vegetative","dense shrubs/trees","<10 meters","thrie beam, cable",NA,39.7992334652523,-122.200377928698
1048,5,26500,2024-07-01,"vegetative","dense shrubs/trees","<10 meters","cable",NA,39.8013758922837,-122.199847561616
3785,5,26500,2024-07-01,"vegetative","grass","10-20 meters","cable, short fence","one side only",39.8354103699926,-122.199822424665
2923,5,26500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.835735155653,-122.199822424665
498,5,26500,2023-09-01,"vegetative","grass","10-20 meters","cable",NA,39.8421420257339,-122.199844538994
1878,5,26500,2024-07-01,"gravel, thrie beam",NA,"10-20 meters","cable",NA,39.8488727236973,-122.199864381636
1012,5,26500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,39.8498871832469,-122.199865852027
2259,5,26500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.8634376354386,-122.199906816147
2141,5,26500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.8745020512287,-122.19993381919
596,5,26500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.8809947885787,-122.199960629779
2030,5,28000,2024-07-01,"vegetative","grass","10-20 meters","short fence","one side",39.9010030385595,-122.20002444837
1548,5,30000,2024-07-01,"vegetative","pull-out, dense shrubs/trees","10-20 meters",NA,NA,39.9276339410536,-122.200083898953
3430,5,31500,2024-07-01,"vegetative","grass","10-20 meters","cable","both sides",39.9397615812321,-122.200104113014
1212,5,31500,2024-07-01,"vegetative","grass, On/off ramp","10-20 meters",NA,NA,39.9494558861803,-122.20009174284
972,5,31500,2024-07-01,"vegetative","On/off ramp, grass","10-20 meters","cable",NA,39.954350234176,-122.200104254208
3627,5,31500,2024-07-01,"vegetative","grass, break in median","10-20 meters",NA,NA,39.9555594437134,-122.200094724992
1131,5,32000,2024-07-01,"vegetative","On/off ramp, grass","10-20 meters","cable",NA,39.9591242681705,-122.200091727551
1359,5,32000,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.9676832518806,-122.200418623021
108,5,32000,2024-07-01,"vegetative","grass","10-20 meters","cable","both sides",39.9927476028197,-122.204486167603
244,5,32000,2024-01-01,"vegetative","dense shrubs/trees","10-20 meters",NA,NA,39.9997156147838,-122.205617679312
744,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0020798038399,-122.206011140801
3550,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable","one side",40.0386097932075,-122.211963682378
759,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.04065891108,-122.212299412788
3230,5,30500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,40.0415659888793,-122.212449504241
3755,5,30500,2024-07-01,"vegetative","grass, break in median","10-20 meters",NA,NA,40.0480817677594,-122.213502622948
2241,5,30500,2024-07-01,"vegetative","grass","10-20 meters","short fence","both sides",40.0617356671673,-122.215533734594
2919,5,30500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,40.0733285884436,-122.216116441321
3027,5,29500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,40.1049109395883,-122.217732049994
3842,5,29500,2024-07-01,"vegetative","grass, break in median","<10 meters",NA,NA,40.1179027823875,-122.218375782916
3895,5,29500,2024-07-01,"no median",NA,NA,NA,NA,40.1191639799338,-122.218434354862
1000,5,29500,2024-07-01,"vegetative","sparse shrubs/trees","10-20 meters","cable",NA,40.1247357746363,-122.218705346674
536,5,29500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.1247779951084,-122.218705895261
220,5,29500,2024-07-01,"vegetative","dense shrubs/trees","10-20 meters",NA,NA,40.1294758313446,-122.219056909649
728,5,29500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.1341434773396,-122.219930776384
3803,5,29500,2024-09-01,"vegetative","grass, break in median","10-20 meters",NA,NA,40.14796269822,-122.222495194098
3707,5,29500,2024-09-01,"no median","On/off ramp",NA,"thrie beam","one side only",40.1505100746803,-122.222971531711
99,5,37500,2024-01-01,"concrete, vegetative","overpass","<10 meters","concrete",NA,40.1675681481516,-122.221970170787
1177,5,37500,2024-07-01,"vegetative","sparse shrubs/trees","10-20 meters","thrie beam",NA,40.1741042795889,-122.221199131635
1450,5,26500,2024-07-01,"vegetative","dense shrubs/trees","10-20 meters","cable",NA,39.8014135999577,-122.200146505257
3121,5,26500,2024-07-01,"vegetative","sparse shrubs/trees","10-20 meters",NA,NA,39.8074885743383,-122.200032002675
2084,5,26500,2024-07-01,"vegetative","grass","10-20 meters","short fence","both sides",39.814068152923,-122.200046978185
2962,5,26500,2024-07-01,"vegetative","sparse shrubs/trees, break in median","10-20 meters","cable","one side",39.8556446303954,-122.200173023566
283,5,26500,2024-07-01,"vegetative, gravel","grass","10-20 meters","cable","both sides",39.863989386601,-122.200198661439
3140,5,26500,2024-07-01,"vegetative","grass","10-20 meters","cable","one side",39.8695919471107,-122.200237231563
2856,5,26500,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.8708464923718,-122.200241209264
911,5,28000,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,39.8877630161503,-122.200276720794
1277,5,28000,2024-07-01,"vegetative","sparse shrubs/trees","10-20 meters","cable",NA,39.891424201166,-122.200292058732
2148,5,28000,2024-07-01,"vegetative","grass","10-20 meters","short fence","both sides",39.8985968115936,-122.200305768896
357,5,28000,2024-07-01,"vegetative, gravel","grass","10-20 meters",NA,NA,39.900531128309,-122.200316655189
3735,5,28000,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.9053103999551,-122.200325081837
1894,5,28000,2024-07-01,"vegetative","dense shrubs/trees","10-20 meters",NA,NA,39.9060581583574,-122.200326706013
745,5,32000,2024-07-01,"gravel, thrie beam","break in median","10-20 meters","cable",NA,39.9701053060151,-122.201100163442
1381,5,32000,2024-07-01,"gravel, thrie beam",NA,"10-20 meters","cable",NA,39.9704908103027,-122.201157910709
1776,5,32000,2024-07-01,"gravel, thrie beam",NA,"10-20 meters","cable",NA,39.9803612321851,-122.20276688958
3850,5,32000,2024-07-01,"vegetative","grass","10-20 meters",NA,NA,39.9866071505996,-122.203794318253
308,5,32000,2024-07-01,"vegetative, gravel","grass","10-20 meters","thrie beam, cable","one side",39.9959075156194,-122.205310147146
1190,5,32000,2024-07-01,"vegetative","On/off ramp, grass","10-20 meters","cable",NA,39.9973800673363,-122.205550240951
1145,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0086280383533,-122.207379220974
438,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0117201098952,-122.207887262387
1368,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0122789603058,-122.207978411375
1694,5,30500,2024-07-01,"vegetative, concrete","dense shrubs/trees","10-20 meters","cable, concrete",NA,40.0133247342491,-122.208148977693
535,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0236457866238,-122.209819239966
478,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0460652197341,-122.213502825295
179,5,30500,2024-07-01,"vegetative, gravel","grass","10-20 meters","cable","both sides",40.0566274549931,-122.215218599559
1303,5,30500,2024-07-01,"vegetative","grass","10-20 meters","cable",NA,40.0652213368952,-122.216022375832
3099,5,29500,2024-07-01,"vegetative","grass","10-20 meters","cable","both sides",40.1019415769423,-122.217872846954
2268,5,29500,2025-07-01,"vegetative","grass","10-20 meters","short fence","both sides",40.1100519221586,-122.218286280587
3662,5,29500,2024-07-01,"vegetative","grass, break in median","<10 meters","cable, short fence",NA,40.1116155401251,-122.218367564012
1064,5,29500,2024-07-01,"gravel",NA,"10-20 meters","cable",NA,40.1235221611189,-122.218987572818
1086,5,29500,2024-07-01,"gravel","On/off ramp","<10 meters","cable",NA,40.1522076358738,-122.223651359822
1720,5,29500,2024-07-01,"vegetative, gravel","On/off ramp, sparse shrubs/trees","<10 meters",NA,NA,40.1564219210349,-122.223637987803
778,5,29500,2024-07-01,"gravel, thrie beam","break in median","10-20 meters","thrie beam, concrete",NA,40.1576087356547,-122.22347868909
144,5,37500,2024-07-01,"vegetative, gravel","sparse shrubs/trees","10-20 meters",NA,NA,40.1591058883261,-122.223282474107
3896,5,37500,2024-07-01,"gravel","sparse shrubs/trees","<10 meters",NA,NA,40.159184589797,-122.223272047367
27,5,37500,2024-01-01,"concrete","overpass",NA,"concrete",NA,40.1654840016854,-122.222464748449
3036,5,37500,2024-07-01,"gravel",NA,"10-20 meters",NA,NA,40.1801901762357,-122.224913820916
1031,70,6250,2022-10-01,"no median","intersection",NA,NA,"4-way junction, no break in median, urban area",39.8100529758642,-120.47082545603
579,70,5850,2022-10-01,"no median","intersection",NA,NA,"4-way junction, no break in median",39.8108968583034,-120.468547528146
3533,70,5850,2022-10-01,"no median",NA,NA,NA,NA,39.8118903609515,-120.465314417726
3779,70,4050,2022-10-01,"no median",NA,NA,NA,NA,39.8168160260389,-120.453712874649
3513,70,4050,2022-10-01,"no median",NA,NA,NA,NA,39.8179452147999,-120.45175318716
1397,70,4050,2022-10-01,"no median","pull-out",NA,NA,NA,39.8210731567009,-120.444076280996
1990,70,4050,2022-10-01,"no median",NA,NA,"thrie beam",NA,39.8221039821132,-120.432002995842
1373,70,4050,2022-10-01,"no median","pull-out",NA,"thrie beam",NA,39.8227919643777,-120.429872915603
3196,70,4050,2022-10-01,"no median",NA,NA,"thrie beam","both sides",39.8235015996192,-120.428045823256
1113,70,4050,2022-10-01,"no median",NA,NA,"thrie beam",NA,39.824317684014,-120.425015602588
1704,70,4050,2022-10-01,"no median",NA,NA,"thrie beam",NA,39.8243347873207,-120.42474171226
1778,395,6300,2024-08-01,"no median",NA,NA,NA,NA,39.8253219722313,-120.036579312885
3740,395,6300,2024-08-01,"no median",NA,NA,NA,NA,39.8278204894241,-120.037143284035
1174,395,6300,2023-11-01,"no median",NA,NA,"cable",NA,39.831972322065,-120.038089976971
2189,395,6300,2024-08-01,"no median",NA,NA,"short fence","both sides",39.8327091860801,-120.038179001759
2887,395,6300,2024-08-01,"no median",NA,NA,NA,NA,39.8337390995798,-120.038407032059
2117,395,6300,2024-08-01,"no median",NA,NA,"short fence","both sides",39.8393751292589,-120.039680537727
1222,395,6300,2023-11-01,"no median",NA,NA,NA,NA,39.8397745127836,-120.039773979985
385,70,4050,2022-10-01,"no median",NA,NA,NA,NA,39.8241996893642,-120.41479526439
847,70,4050,2022-10-01,"no median",NA,NA,"tall fence",NA,39.8240315718996,-120.413241804266
2133,70,3300,2022-10-01,"no median",NA,NA,NA,"both sides",39.8206290489915,-120.388437842133
1787,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8199218832883,-120.384697504186
3844,70,3300,2022-10-01,"no median",NA,NA,"cable, short fence","both sides",39.8172386336561,-120.352733505047
1434,70,3300,2022-10-01,"no median",NA,NA,"tall fence, cable",NA,39.8172174456287,-120.348541568938
3577,70,3300,2022-10-01,"no median",NA,NA,"cable","both sides",39.8172001543637,-120.345120293367
3369,70,3300,2022-10-01,"no median",NA,NA,"cable","both sides",39.8171569149597,-120.335327526144
922,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8160666227765,-120.327362746993
1430,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8135544331906,-120.321104853206
3971,70,3300,2022-10-01,"no median","pull-out",NA,NA,NA,39.8125009061919,-120.318507959175
829,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8094606382979,-120.307968792426
869,70,3300,2022-10-01,"no median",NA,NA,"cable, thrie beam",NA,39.8093844270497,-120.302232306676
1732,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8094783243652,-120.294190622
522,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8096486109947,-120.27922792303
1448,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8096734241892,-120.255426335357
1073,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.809540069119,-120.227787800067
3239,70,3300,2022-10-01,"no median",NA,NA,"cable","both sides",39.8095100731314,-120.224332290003
1955,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8094966102804,-120.222297474949
1727,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8094755211784,-120.218930407812
1885,70,3300,2022-10-01,"no median",NA,NA,"cable",NA,39.8094647535955,-120.217211417573
3925,70,3300,2022-10-01,"no median",NA,NA,"cable, short fence",NA,39.8094486494357,-120.214101250772
3240,70,3300,2022-10-01,"no median",NA,NA,"cable","both sides",39.809400819892,-120.207723108635
3476,70,3300,2022-10-01,"no median",NA,NA,"cable","both sides",39.8074520627625,-120.186375985763
887,70,3300,2022-10-01,"no median",NA,NA,"cable, thrie beam",NA,39.8070503850673,-120.185228928372
73,70,3300,2022-10-01,"no median",NA,NA,"cable","both sides",39.8054082652793,-120.180555685896
549,70,3900,2022-10-01,"no median",NA,NA,"cable",NA,39.7999005616616,-120.161319624401
1084,70,3900,2022-10-01,"no median",NA,NA,"cable",NA,39.7993566112187,-120.155970573783
3173,70,3900,2022-10-01,"no median",NA,NA,NA,NA,39.7990221020884,-120.152688769571
461,70,3900,2022-10-01,"no median",NA,NA,NA,NA,39.7982340756421,-120.144903138969
2351,70,3900,2022-10-01,"no median",NA,NA,"short fence","one side",39.797960932651,-120.142289414125
1674,395,6300,2024-08-01,"no median",NA,NA,"thrie beam, cable",NA,39.8588525633951,-120.040767031174
1115,395,6300,2023-11-01,"no median",NA,NA,"cable, thrie beam",NA,39.8637939801081,-120.039926272979
3919,395,6300,2024-08-01,"no median",NA,NA,NA,NA,39.8698304293309,-120.035449284157
1703,395,6300,2024-08-01,"no median",NA,NA,"cable",NA,39.8721043804128,-120.033651630219
3877,395,6300,2024-08-01,"no median","pull-out",NA,NA,NA,39.8530613700862,-120.041729453252
3543,70,1350,2012-06-01,"no median",NA,NA,"rocks","one side",39.8663964526343,-121.379540119581
1005,70,1350,2022-10-01,"no median",NA,NA,"thrie beam, rocks",NA,39.8800400799857,-121.371060521726
3518,70,1350,2022-03-01,"no median",NA,NA,"thrie beam, rocks","one on each side",39.8859178807057,-121.366472518792
3381,70,1350,2022-10-01,"no median",NA,NA,"thrie beam, rocks","one on each side",39.8863113817649,-121.365808376655
1908,70,1350,2022-10-01,"no median",NA,NA,"thrie beam",NA,39.8870325517109,-121.364345382034
1824,70,1350,2022-10-01,"no median",NA,NA,"thrie beam",NA,39.8962338941789,-121.359512732926
3637,70,1350,2022-03-01,"no median",NA,NA,"thrie beam, rocks","thrie: one side and rocks one side",39.898146746775,-121.359738716369
1159,70,1350,2022-03-01,"no median",NA,NA,"rocks",NA,39.9028391214284,-121.350435701047
638,70,1350,2022-10-01,"no median",NA,NA,"concrete",NA,39.9038253026956,-121.348059061776
1267,70,1350,2022-03-01,"no median",NA,NA,NA,NA,39.9074439111077,-121.337893905979
3122,70,1350,2022-03-01,"no median",NA,NA,"rocks","one side",39.9120289040108,-121.328138388676
2262,70,1350,2022-03-01,"no median",NA,NA,"wall","one side",39.9147503118775,-121.326602923086
92,70,1350,2022-10-01,"no median",NA,NA,NA,NA,39.914964676079,-121.326340328244
2969,70,1350,2022-03-01,"no median",NA,NA,"cable","one side",39.9170918748902,-121.323371353205
3277,70,1350,2024-08-01,"no median",NA,NA,NA,NA,39.922874707202,-121.315700555236
1043,70,1350,2022-03-01,"no median","pull-out",NA,NA,NA,39.9408033064275,-121.308435102398
3970,70,1350,2022-03-01,"no median",NA,NA,"thrie beam, rocks","thrie: one side and rocks one side",39.9418266440844,-121.307867514174
788,70,1350,2022-10-01,"no median","pull-out",NA,"thrie beam",NA,39.9579455519457,-121.289379603186
1506,70,1350,2022-03-01,"no median",NA,NA,"thrie beam",NA,39.9631294888349,-121.277955714884
544,70,1350,2022-10-01,"no median",NA,NA,"thrie beam, rocks",NA,39.9657125548906,-121.274363672445
833,70,1350,2022-03-01,"no median",NA,NA,"thrie beam",NA,39.966218165436,-121.274517592313
371,70,1350,2022-03-01,"no median",NA,NA,"rocks","one side",39.9765808600187,-121.277563912644
3457,70,1350,2022-03-01,"no median",NA,NA,"thrie beam","both sides",39.9814235383657,-121.281371349009
3898,70,1350,2022-10-01,"no median",NA,NA,"thrie beam, rocks","thrie: one side and rocks one side",39.9926047257276,-121.28000201608
2322,70,1350,2022-10-01,"no median",NA,NA,NA,NA,39.9974795791193,-121.274446303954
906,70,1350,2022-10-01,"no median",NA,NA,"rocks",NA,40.0052552794077,-121.266448561952
382,70,1350,2022-10-01,"no median",NA,NA,NA,NA,40.005404116307,-121.265829244724
233,70,1350,2022-03-01,"no median",NA,NA,NA,NA,40.0050542566487,-121.262652611729
455,70,1350,2022-03-01,"no median","pull-out",NA,NA,NA,40.0045135338726,-121.261575437057
221,70,1350,2022-10-01,"no median",NA,NA,NA,NA,40.0042770238656,-121.261137415959
2106,70,1350,2022-03-01,"no median",NA,NA,"thrie beam","one side",40.0077199479173,-121.241582259713
2890,70,1350,2022-03-01,"no median",NA,NA,"rocks","one side",40.0138457339935,-121.226848366259
927,70,1350,2022-10-01,"no median","intersection",NA,"thrie beam","t-junction, no break in median",40.0142546017685,-121.225168471348
3233,70,1350,2022-03-01,"no median",NA,NA,"thrie beam, rocks","one on each side",40.0143279118037,-121.223870455557
804,70,1350,2022-03-01,"no median",NA,NA,"thrie beam","roadside steep hill may be confounding",40.0144249342633,-121.223558383612
3063,70,1350,2022-03-01,"no median",NA,NA,NA,NA,40.0120599187303,-121.219756711903
2021,70,1350,2022-03-01,"no median",NA,NA,"thrie beam","one side",40.0160626896414,-121.208385193822
1398,70,1350,2022-10-01,"no median",NA,NA,NA,NA,40.0151943159649,-121.207319290353
1365,70,1350,2022-10-01,"no median",NA,NA,NA,NA,40.0137163916982,-121.200482519153
1413,70,1350,2022-10-01,"no median",NA,NA,NA,NA,40.0134951809579,-121.198480761378
1975,70,1350,2022-10-01,"no median","pull-out",NA,NA,NA,40.0095848954267,-121.19070177137
1363,70,1350,2022-10-01,"no median",NA,NA,NA,"roadside steep hill may be confounding",40.0117194938596,-121.186996971933
2244,70,1350,2022-03-01,"no median",NA,NA,"rocks",NA,40.0127497473031,-121.178261353279
