nid,condition,username,animal,animal_sig,scientific,animal_wri,animal_cat,animal_gro,confidence,observatio,created_da,time_since,latitude,longitude,salvage,road_type,roadside_f,speed_limi,travel_fre,carcass_po,incorrect_,observer,CROSv1_NID,input_meth,review_sta,verificati,verifica_1,Image,chips_Code,chips_Numb,chips_Date,chips_Crea,chips_Area,chips_Type,chips_Stre,chips_Loca,chips_Lati,chips_Long,chips_Mark,chips_Anim,chips_Conf,chips_Nu_1,chips_Age,chips_Casc,chips_An_1,chips_Driv,chips_Nu_2,chips_Attr,chips_Note,chips_Deta,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LI_1,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,bldg_dist,nhd_dist,11_dist,21222324_dist,222324_dist,31_dist,414243_dist,52_dist,71_dist,8182_dist,9095_dist,119095_dist
65459,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,9/25/2015 2:15,24:00.0,NA,40.507112,-122.006406,No,NA,NA,NA,NA,NA,NA,NA,771614,Bulk Upload CSV,not reviewed,not verified,2.01509E+14,NA,2.01509E+14,44,15:00.0,30:00.0,Redding,Animal Hazard,28091 SR44,JWO INWOOD,40.507112,-122.006406,x,Mule (or Black tailed) Deer,NA,0,NA,NA,"Fatality, result of collision",NA,0,NA,NA,"Detail Information
9:20 AM 2 [2] 1125 IN AN UNKN LN
9:19 AM 1 [1] 1144 DEER
Unit Information
9:25 AM 1 Unit Assigned
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4875,602,98,NA,NA,NA,NA,73,NA,2,0.2,NA,0.051,0,NA,NA,0,NA,0,6_SHS_044_P,105-08752,P1.11,CA-44,NA,Wilson Hill Rd/Emigrant Trl,United States,California,Shasta,96088,Eastbound,40.5141234,-122.0315834,40.492503,-121.887248,8.812333232,0.001754437,Oct-23,no median,NA,NA,NA,NA,60,600,1277,0,0,5120,30,42,485,1740,1298,1277
86945,Dead,skreling32,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,6/10/2021 18:15,12:00.0,NA,40.50719199,-122.3394785,No,NA,NA,NA,NA,NA,NA,NA,0,Manual Entry,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_005_S,5,NA,10,2,1,2,73774,1,0,1,0,6,2,1,2,5,0,12,2,84,1,ABC,0,0,0,65,0,NA,0,56000,5432,858,0.873,0.138,9,50,68,NA,2,0.2,NA,0.153,0,NA,NA,1,SPX16X281006,1.16,6_SHS_005_S,105N05377,P1.3,I-5,NA,Knighton Rd/Exit 673,United States,California,Shasta,96002,Southbound,40.508867,-122.340462,40.5030608,-122.3366156,0.449114531,0.001502877,Oct-22,no median,NA,NA,thrie beam,one side,30,674,691,0,0,153,1034,1148,60,90,212,212
68328,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,4/14/2016 4:11,36:00.0,NA,40.509111,-121.821602,No,NA,NA,NA,NA,road shoulder,NA,NA,1536871,Bulk Upload CSV,not reviewed,not verified,2.01604E+14,NA,2.01604E+14,50,11:00.0,15:00.0,Redding,Animal Hazard,Sr44 / Sites Rd,JEO,40.509111,-121.821602,x,Mule (or Black tailed) Deer,NA,1,NA,road shoulder,"Fatality, result of dispatch",NA,0,NA,NA,"Detail Information
11:58 AM 2 [3] A37-040 ADVS S3 DEER WILL NEED TO BE DISPATCHED / S3 CPYS AS LONG AS ALL SAFETY PRECAUTIONS ARE MET
11:11 AM 1 [1] INJ'D DEER ON THE RHS
Unit Information
11:13 AM 3 Unit Assigned
11:13 AM 2 Unit Enroute
11:57 AM 1 Unit A",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,119,NA,2,0,NA,0.095,0,NA,NA,0,NA,0,6_SHS_044_P,105-08902,P1.11,CA-44,NA,Rock Creek Rd/Loop Rd,United States,California,Shasta,96088,Eastbound,40.492503,-121.887248,40.5175322,-121.7230592,8.979960486,0.001743622,Oct-23,no median,intersection,NA,NA,"t-junction, no break in median",124,446,510,0,0,9378,30,351,735,3684,691,510
70121,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,7/26/2016 3:30,20:00.0,NA,40.50997,-122.014615,No,NA,NA,NA,NA,NA,NA,NA,1934312,Bulk Upload CSV,not reviewed,not verified,2.01607E+14,NA,2.01607E+14,46,30:00.0,15:00.0,Redding,Trfc Collision-No Inj,Sr44 / Camino Real,JWO,40.50997,-122.014615,x,Mule (or Black tailed) Deer,NA,1,NA,NA,Unknown fate,No injury,1,NA,NA,"Detail Information
11:09 AM 4 [7] 1039 CT
10:33 AM 3 [5] [Rotation Request Comment] 1039 KEITHS 530-243-1874
10:31 AM 2 [3] THE XRAY DRIVER IS REQ 3A TOW
10:30 AM 1 [1] VEH VS DEER / VEH NOT DRIVEABLE
Unit Information
10:33 AM 2 Unit Assigned
11:01 AM 1",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4875,602,98,NA,NA,NA,NA,51,NA,2,0,NA,0.078,0,NA,NA,0,NA,0,6_SHS_044_P,105-08752,P1.11,CA-44,NA,Wilson Hill Rd/Emigrant Trl,United States,California,Shasta,96088,Eastbound,40.5141234,-122.0315834,40.492503,-121.887248,8.812333232,0.001754438,Aug-22,no median,intersection,NA,cable,"T-junction, no break in median",95,787,819,0,30,5560,30,60,190,2366,892,819
70939,Injured,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,9/11/2016 12:27,40:00.0,NA,40.510115,-121.945133,No,NA,NA,NA,NA,road shoulder,NA,NA,2134058,Bulk Upload CSV,not reviewed,not verified,2.01609E+14,NA,2.01609E+14,166,27:00.0,45:00.0,Redding,Trfc Collision-No Inj,Sr44 / 1 Hundred Rd,EB 44,40.510115,-121.945133,x,Mule (or Black tailed) Deer,NA,1,NA,road shoulder,Injury,NA,1,NA,NA,"Detail Information
7:30 PM 5 [7] RIGHT ALONG THE PINE TREE LINE APROX 40FT FRM RDWY
7:29 PM 4 [4] RP MOVED DEER OO RDWY/ NO ABLE TO GET BACK TO HWY
7:28 PM 3 [3] DEER NEEDS TO BE DISPATCHED
7:28 PM 2 [2] NEG DMG TO VEH
7:27 PM 1 [1] VEH VS DEER
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4875,602,98,NA,NA,NA,NA,66,NA,2,0,NA,0.061,0,NA,NA,0,NA,0,6_SHS_044_P,105-08752,P1.11,CA-44,NA,Wilson Hill Rd/Emigrant Trl,United States,California,Shasta,96088,Eastbound,40.5141234,-122.0315834,40.492503,-121.887248,8.812333232,0.002113041,Dec-23,no median,NA,NA,NA,NA,90,216,1301,0,0,7181,42,30,579,2221,1080,1080
202299,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,1/18/2023 9:44,54:00.0,NA,40.513673,-122.024458,No,NA,NA,NA,NA,road surface,NA,NA,11526797,Bulk Upload CSV,not reviewed,not verified,2.02301E+14,NA,2.02301E+14,103,44:00.0,55:00.0,Redding,Trfc Collision-No Inj,Sr44 / Camino Vista,NA,40.513673,-122.024458,x,Mule (or Black tailed) Deer,100% certain,1,adult,road surface,Unknown fate,No injury,1,Vehicle not driveable,NA,"Detail Information
5:46 PM 2 [5] VEH IS NOT DRIVABLE
5:45 PM 1 [3] VEH VS DEER
Unit Information
5:47 PM 1 Unit Assigned
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4875,602,98,NA,NA,NA,NA,53,NA,2,0,NA,0.055,0,NA,NA,0,NA,0,6_SHS_044_P,105-08752,P1.11,CA-44,NA,Wilson Hill Rd/Emigrant Trl,United States,California,Shasta,96088,Eastbound,40.5141234,-122.0315834,40.492503,-121.887248,8.812333232,0.001754438,Oct-23,no median,intersection,NA,"tall fence, cable","both sides, T-junction",90,997,1006,0,0,6183,42,30,153,3209,443,443
69241,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,6/3/2016 13:51,58:00.0,NA,40.514132,-121.811691,No,NA,NA,NA,NA,road shoulder,NA,NA,1737148,Bulk Upload CSV,not reviewed,not verified,2.01606E+14,NA,2.01606E+14,249,51:00.0,15:00.0,Redding,Trfc Collision-No Inj,SR44 / Koa Rd,2 MI JWO,40.514132,-121.811691,x,Mule (or Black tailed) Deer,NA,1,NA,road shoulder,Unknown fate,No injury,1,NA,NA,"Detail Information
8:57 PM 4 [6] 1039 SHASCOM / THEY HAVE SHINGLETOWN UNIT ON WHO WILL RESPOND
8:51 PM 3 [3] VEH IS DRIVABLE
8:51 PM 2 [2] DEER IS ALIVE ON THE RHS
8:51 PM 1 [1] VEH VS DEER
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,72,NA,2,3.9,NA,0.123,0,NA,NA,0,NA,0,6_SHS_044_P,105-08902,P1.11,CA-44,NA,Rock Creek Rd/Loop Rd,United States,California,Shasta,96088,Eastbound,40.492503,-121.887248,40.5175322,-121.7230592,8.979960486,0.001835708,Oct-23,no median,NA,NA,NA,NA,85,547,882,0,30,10385,30,134,510,3772,659,659
51261,Dead,shugdahl,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,11/1/2018 7:00,24:00.0,about one week,40.514181,-121.010068,NA,NA,NA,NA,other,road shoulder,NA,S Hugdahl,76249,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,2,6,0,12,1,0,3,AC,0,0,0,65,0,NA,0,1700,221,37,1.82,0.305,14,58,53,NA,2,0,NA,0.214,0,NA,NA,1,SPX16X288503,1.707,6_SHS_044_P,105-08896,P1.11,CA-44,NA,Bridge Creek Springs Rd/McCoy Rd/Pittville Rd,United States,California,Lassen,96056,Eastbound,40.531634,-121.039297,40.463396,-120.926226,7.652730671,0.001792962,Oct-23,no median,NA,NA,NA,NA,5464,638,792,0,85,11756,30,331,402,27846,558,558
205769,Injured,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,9/23/2023 13:08,00:00.0,NA,40.517385,-121.706349,No,NA,NA,NA,NA,road surface,NA,NA,12589214,Bulk Upload CSV,not reviewed,not verified,2.02309E+14,NA,2.02309E+14,136,08:00.0,16:00.0,Redding,Trfc Collision-No Inj,SR44 / Scharsch Meadow Ln,NA,40.517385,-121.706349,x,Mule (or Black tailed) Deer,100% certain,1,NA,road surface,Injury,No injury,1,"Collision, Vehicle not driveable",NA,"Detail Information
9:34 PM 13 [25] [Rotation Request Comment] 1039 ALL CAR TOWING # 530-515-3152 / ENRT
9:32 PM 12 [24] [Rotation Request Comment] 1021 NORTHSTATE TOW # 530-242-1884 / NOT AVAIL
9:31 PM 11 [23] B37-040B 1185R
8:50 PM 10 [16] 40B 1022 1185",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,79,NA,2,0.9,NA,0.161,0,NA,NA,0,NA,0,6_SHS_044_P,105-07515,P1.11,CA-44,NA,CA-89/Lassen Peak Hwy,United States,California,Shasta,96088,Eastbound,40.5175322,-121.7230592,40.544557,-121.57773,8.615545036,0.001737731,Oct-23,no median,NA,NA,"cable, short fence",NA,108,421,2300,0,210,14550,162,120,192,503,30,30
70446,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,8/16/2016 6:49,28:00.0,NA,40.517464,-121.785879,No,NA,NA,NA,NA,road surface,NA,NA,2023590,Bulk Upload CSV,not reviewed,not verified,2.01608E+14,NA,2.01608E+14,86,49:00.0,15:00.0,Redding,Animal Hazard,33364 Sr44,NA,40.517464,-121.785879,x,Mule (or Black tailed) Deer,NA,1,NA,road surface,Unknown fate,NA,0,NA,NA,"Detail Information
1:51 PM 2 [2] PARTIALLY 1125 ON THE N SIDE ACROSS FROM THE KOA
1:51 PM 1 [1] A DEER WAS HIT BY A CAR
Unit Information
1:53 PM 2 Unit Assigned
2:15 PM 1 Unit At Scene
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,105,NA,2,2.4,NA,0.143,0,NA,NA,0,NA,0,6_SHS_044_P,105-08902,P1.11,CA-44,NA,Rock Creek Rd/Loop Rd,United States,California,Shasta,96088,Eastbound,40.492503,-121.887248,40.5175322,-121.7230592,8.979960486,0.001830597,Dec-23,no median,intersection,NA,cable,"T-junction, no break in median",90,335,330,0,0,12303,30,268,899,5412,285,285
207268,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,11/9/2023 9:51,04:00.0,NA,40.517464,-121.785783,No,NA,NA,NA,NA,NA,NA,NA,12789934,Bulk Upload CSV,not reviewed,not verified,2.02311E+14,NA,2.02311E+14,108,51:00.0,12:00.0,Redding,Trfc Collision-No Inj,Sr44 / Pine Forest Est,NA,40.517464,-121.785783,x,Mule (or Black tailed) Deer,100% certain,1,NA,NA,Unknown fate,NA,1,Collision,NA,"Detail Information
7:35 PM 8 [15] COORD 40.53219/-122.11660 44XKIRKMAN AND S COW CREE/ WILL TRY AND PICK UP TOMORROW
7:35 PM 7 [14] PER RP/GOT GOING BUT THEN HAD TO LEAVE VEH ON RHS AGAIN
5:55 PM 6 [8] AND RETURN FOR THE VEH
5:55 PM 5 [6] IF NOT HE WILL",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,105,NA,2,2.4,NA,0.143,0,NA,NA,0,NA,0,6_SHS_044_P,105-08902,P1.11,CA-44,NA,Rock Creek Rd/Loop Rd,United States,California,Shasta,96088,Eastbound,40.492503,-121.887248,40.5175322,-121.7230592,8.979960486,0.001830597,Dec-23,no median,NA,NA,NA,NA,90,335,330,0,0,12303,30,268,899,5412,285,285
142302,Injured,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,6/12/2020 21:13,21:00.0,NA,40.517474,-121.76889,No,NA,NA,NA,NA,road surface,NA,NA,7610359,Bulk Upload CSV,not reviewed,not verified,2.02006E+14,NA,2.02006E+14,137,13:00.0,10:00.0,Redding,Trfc Collision-No Inj,Sr44 / B Line,EB,40.517474,-121.76889,x,Mule (or Black tailed) Deer,100% certain,1,NA,road surface,Injury,NA,0,NA,NA,"Detail Information
9:18 PM 5 [12] 1039 37-S4 IN BRIEFING
9:15 PM 4 [5] DEER GONE
9:14 PM 3 [3] VEH CAN DRIVE
9:13 PM 2 [2] NEG INJURIES
9:13 PM 1 [1] VEH VS DEER
Unit Information
9:52 PM 2 Unit Assigned
9:52 PM 1 Unit Enroute
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,117,NA,2,4.5,NA,0.25,0,NA,NA,0,NA,0,6_SHS_044_P,105-08902,P1.11,CA-44,NA,Rock Creek Rd/Loop Rd,United States,California,Shasta,96088,Eastbound,40.492503,-121.887248,40.5175322,-121.7230592,8.979960486,0.001839306,Dec-23,no median,NA,NA,NA,NA,371,277,1718,0,60,13465,30,210,722,4341,685,685
214328,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,5/29/2021 14:39,20:00.0,NA,40.518474,-121.682628,No,NA,NA,NA,NA,road surface,NA,NA,8967315,Bulk Upload CSV,not reviewed,not verified,2.02105E+14,NA,2.02105E+14,218,39:00.0,10:00.0,Redding,Animal Hazard,Viola,EB 44 JEO VIOLA,40.518474,-121.682628,x,Mule (or Black tailed) Deer,100% certain,1,NA,road surface,"Fatality, result of collision",NA,0,NA,NA,"Detail Information
9:39 PM 2 [2] NEG ASSOC VEHS
9:39 PM 1 [1] 1144 DEER IN THE RDWY
Unit Information
10:21 PM 3 Unit Cleared
9:58 PM 2 Unit Enroute
9:58 PM 1 Unit Assigned
",2016,6,SHS_044_P,44,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1350,74,56,0.822,0.622,15,62,88,NA,2,0,NA,0.154,0,NA,NA,1,SPX16X288442,1.707,6_SHS_044_P,105-07515,P1.11,CA-44,NA,CA-89/Lassen Peak Hwy,United States,California,Shasta,96088,Eastbound,40.5175322,-121.7230592,40.544557,-121.57773,8.615545036,0.001761604,Dec-23,no median,NA,NA,cable,one side,124,67,324,0,60,12984,30,108,537,1538,272,272
208164,Injured,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,12/4/2023 0:03,06:00.0,NA,40.519355,-122.097092,No,NA,NA,NA,NA,road shoulder,NA,NA,12886060,Bulk Upload CSV,not reviewed,not verified,2.02312E+14,NA,2.02312E+14,23,03:00.0,22:00.0,Redding,Live or Dead Animal,Sr44 / Cherith Brook Dr,EB,40.519355,-122.097092,x,Mule (or Black tailed) Deer,100% certain,1,NA,road shoulder,Injury,NA,0,NA,NA,"Detail Information
9:18 AM 4 [15] [Notification] [CHP]-CT 97/ STATES DEER IS STILL ALIVE/ NEEDS TO BE DISPATCHED
8:45 AM 3 [12] 1039 CT
8:04 AM 2 [4] NEG 1125 / RHS
8:04 AM 1 [2] FAWN ON SIDE OF RDWY
Unit Information
9:18 AM 5 Unit Assigned
8:27 AM 4 Uni",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,80,99,NA,NA,NA,NA,46,NA,2,0,NA,0.057,0,NA,NA,0,NA,0,6_SHS_044_P,105-08753,P1.11,CA-44,NA,Dersch Rd,United States,California,Shasta,96088,Eastbound,40.538434,-122.174239,40.5141234,-122.0315834,8.127035583,0.001845435,Dec-23,no median,"intersection, pull-out",NA,NA,"t-junction, no break in median",108,295,2073,0,0,5825,134,30,1050,4968,2245,2073
207635,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,11/18/2023 0:27,05:00.0,NA,40.521971,-122.099313,No,NA,NA,NA,NA,NA,NA,NA,12827087,Bulk Upload CSV,not reviewed,not verified,2.02311E+14,NA,2.02311E+14,16,27:00.0,30:00.0,Redding,Trfc Collision-No Inj,25830-26041 Sr44,EB,40.521971,-122.099313,x,Mule (or Black tailed) Deer,100% certain,1,NA,NA,"Fatality, result of dispatch",NA,1,"Collision, Vehicle not driveable",NA,"Detail Information
9:05 AM 10 [22] A37-040 DEER HAS BEEN DISPATCHED
9:04 AM 9 [19] A37-040 WILL HAVE TO DISPATCH THE DEER ADV 56
9:03 AM 8 [18] A37-040 OW/THE DEER
9:00 AM 7 [16] 1039 3A CALL# 31735 W/ KEITHS TOWING
8:57 AM 6 [14] A37-040 START A 3A TOW
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,80,99,NA,NA,NA,NA,52,NA,2,0,NA,0.069,0,NA,NA,0,NA,0,6_SHS_044_P,105-08753,P1.11,CA-44,NA,Dersch Rd,United States,California,Shasta,96088,Eastbound,40.538434,-122.174239,40.5141234,-122.0315834,8.127035583,0.001845435,Dec-23,no median,NA,NA,NA,NA,218,201,2409,0,0,5912,30,30,976,4851,2585,2409
209878,Injured,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,9/10/2018 5:56,59:00.0,NA,40.521985,-123.18038,No,NA,NA,NA,NA,road surface,NA,NA,5169061,Bulk Upload CSV,not reviewed,not verified,2.01809E+14,NA,2.01809E+14,81,56:00.0,15:00.0,Trinity River,Animal Hazard,435 Mm3,S/O HAYFORK JSO MM 4.35,40.521985,-123.18038,x,Mule (or Black tailed) Deer,100% certain,1,NA,road surface,Injury,NA,0,NA,NA,"Detail Information
2:15 PM 4 [5] 1039 CT
1:20 PM 3 [3] 1039 90-15 AT THE OFC
12:57 PM 2 [2] INJ'D DEER
12:56 PM 1 [1] NB LANE
",2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,1,1,6,4,4,10,2,12,3,A,0,0,0,65,0,NA,0,1950,86,67,0.192,0.192,NA,58,129,NA,2,0,NA,0.109,0,NA,NA,1,SPX16X278920,8.701,6_SHS_003_P,105+20677,P1.11,CA-3,NA,Hyampom Rd,United States,California,Trinity,96041,Northbound,40.467162,-123.169292,40.5528244,-123.1905868,6.445251476,0.001468962,Oct-23,no median,NA,NA,NA,NA,210,240,2553,0,582,3091,67,30,42,1423,2592,2553
78287,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,11/2/2017 0:48,49:00.0,NA,40.52645,-122.105592,No,NA,NA,NA,NA,road surface,NA,NA,3868554,Bulk Upload CSV,not reviewed,not verified,2.01711E+14,NA,2.01711E+14,25,48:00.0,30:00.0,Redding,Animal Hazard,25241 Sr44,NA,40.52645,-122.105592,x,Mule (or Black tailed) Deer,NA,1,NA,road surface,Unknown fate,NA,1,Collision,NA,"Detail Information
7:49 AM 2 [2] RP ADVS DEER IS CRAWLING AROUND
7:48 AM 1 [1] DEER HIT IN THE RDWY
Unit Information
7:50 AM 1 Unit Assigned
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,80,99,NA,NA,NA,NA,139,NA,2,1,NA,0.116,0,NA,NA,0,NA,0,6_SHS_044_P,105-08753,P1.11,CA-44,NA,Dersch Rd,United States,California,Shasta,96088,Eastbound,40.538434,-122.174239,40.5141234,-122.0315834,8.127035583,0.001845435,Dec-23,no median,NA,NA,NA,NA,481,67,3089,0,0,5955,42,30,742,4526,2250,2250
155621,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,8/29/2022 13:57,54:00.0,NA,40.529861,-121.657805,No,NA,NA,NA,NA,road shoulder,NA,NA,10912146,Bulk Upload CSV,not reviewed,not verified,2.02208E+14,NA,2.02208E+14,133,57:00.0,14:00.0,Redding,Live or Dead Animal,4454 Mm44 E Sha 44.50,WB,40.529861,-121.657805,x,Mule (or Black tailed) Deer,100% certain,1,adult,road shoulder,"Fatality, result of dispatch",NA,0,NA,NA,"Detail Information
8:59 PM 2 [2] RP OFF DUTY CHP / HAS DISPATCHED DEER // JUST WNATED TO ADVISE US
8:58 PM 1 [1] DEER ON WB RHS SHOULDER 100 FT WO
",2016,6,SHS_044_P,44,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1350,74,56,0.822,0.622,15,62,149,NA,2,0,NA,0.255,0,NA,NA,1,SPX16X288442,1.707,6_SHS_044_P,105-07515,P1.11,CA-44,NA,CA-89/Lassen Peak Hwy,United States,California,Shasta,96088,Eastbound,40.5175322,-121.7230592,40.544557,-121.57773,8.615545036,0.001770455,Oct-23,no median,NA,NA,NA,NA,1868,67,2187,0,228,12316,30,190,212,3782,1129,1129
67791,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,2/18/2016 11:00,23:00.0,NA,40.531652,-122.113873,No,NA,NA,NA,NA,NA,NA,NA,1353735,Bulk Upload CSV,not reviewed,not verified,2.01602E+14,NA,2.01602E+14,158,00:00.0,30:00.0,Redding,Trfc Collision-No Inj,Sr44 / Kirkman Way,EB 7 MILES W/O FM SHINGLETOWN,40.531652,-122.113873,x,Mule (or Black tailed) Deer,NA,0,NA,NA,"Fatality, result of collision",NA,0,"Collision, Vehicle driveable",NA,"Detail Information
7:06 PM 5 [10] RP WILL ROLL HIS OWN TOW
7:06 PM 4 [8] THE RDWY IS CLR // NEG 1125
7:04 PM 3 [6] NEG 1125 // NOT MUCH SHOULDER BUT HE IS ON THE SHOULDER
7:03 PM 2 [3] NEG INJURY
7:03 PM 1 [1] VEH VS DEER
",2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,80,99,NA,NA,NA,NA,45,NA,2,0,NA,0.053,0,NA,NA,0,NA,0,6_SHS_044_P,105-08753,P1.11,CA-44,NA,Dersch Rd,United States,California,Shasta,96088,Eastbound,40.538434,-122.174239,40.5141234,-122.0315834,8.127035583,0.001808413,Dec-11,no median,NA,NA,NA,NA,85,150,3626,0,0,6093,247,30,124,3704,1566,1566
