nid,condition,username,animal,animal_sig,scientific,animal_wri,animal_cat,animal_gro,confidence,observatio,created_da,time_since,latitude,longitude,salvage,road_type,roadside_f,speed_limi,travel_fre,carcass_po,incorrect_,observer,CROSv1_NID,input_meth,review_sta,verificati,verifica_1,Image,chips_Code,chips_Numb,chips_Date,chips_Crea,chips_Area,chips_Type,chips_Stre,chips_Loca,chips_Lati,chips_Long,chips_Mark,chips_Anim,chips_Conf,chips_Nu_1,chips_Age,chips_Casc,chips_An_1,chips_Driv,chips_Nu_2,chips_Attr,chips_Note,chips_Deta,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LI_1,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,bldg_dist,nhd_dist,ow_dist,dev_dist,dev_int_dist,barren_dist,forest_dist,shrub_dist,grassland_dist,cultivated_dist,wetland_dist,wet_dist
28791,Dead,pnmaurer,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,5/24/2015 10:15,06:00.0,about one week,40.983181,-122.707822,NA,state / rural highway,NA,55 mph,other,NA,NA,Peter Maurer,46974,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,520,11,27,0.36,0.883,17,50,57,NA,2,14.6,NA,0.128,0,NA,NA,1,SPX16X278990,8.701,6_SHS_003_P,105+20686,P1.11,CA-3,NA,Coffee Creek Rd/Mann Rd,United States,California,Trinity,96091,Northbound,40.953743,-122.737469,41.086252,-122.707007,10.85335056,0.001668113,Jul-24,no median,NA,NA,NA,NA,42,153,285,0,30,247,30,67,450,10985,469,285
28794,Dead,pnmaurer,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,5/25/2015 4:15,14:00.0,about one week,40.393972,-123.086529,NA,state / rural highway,NA,55 mph,other,NA,NA,Peter Maurer,46977,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,2,3,2,1,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,450,77,67,2.053,1.787,12,64,95,NA,2,0,NA,0.09,0,NA,NA,1,SPX16X287044,1.493,6_SHS_036_P,105+20668,P1.11,CA-36,NA,Salt Rap,United States,California,Trinity,96041,Eastbound,40.4200046,-123.1744854,40.396191,-123.082863,8.20274964,0.001694766,Oct-23,no median,NA,NA,NA,NA,1045,594,7016,30,30,1806,0,90,2387,10336,2279,2279
28803,Dead,shugdahl,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,5/27/2015 12:30,34:00.0,about one week,41.622581,-122.806056,NA,NA,NA,NA,quarterly,NA,NA,S Hugdahl,46992,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3275,62,62,NA,NA,NA,NA,92,NA,2,0,NA,0.141,0,NA,NA,0,NA,0,6_SHS_003_P,105+20697,P1.11,CA-3,NA,Soap Creek Ridge Rd,United States,California,Siskiyou,96032,Northbound,41.601088,-122.846634,41.677424,-122.72335,9.641037093,0.000892051,Apr-21,no median,NA,NA,cable,NA,150,150,2240,30,95,2407,210,180,108,0,285,285
28818,Dead,pnmaurer,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,5/25/2015 6:00,17:00.0,about one week,40.272371,-122.543993,NA,state / rural highway,NA,55 mph,other,NA,NA,Peter Maurer,47080,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,600,239,6,NA,NA,NA,NA,197,NA,2,1.4,NA,0.131,0,NA,NA,0,NA,0,6_SHS_036_P,105+20672,P1.11,CA-36,NA,Bowman Rd,United States,California,Tehama,96022,Eastbound,40.304175,-122.717315,40.2786146,-122.4923842,13.40363112,0.001735858,Oct-23,no median,pull-out,NA,NA,NA,150,309,2852,0,30,5520,342,30,85,10878,1590,1590
29569,Dead,shugdahl,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,8/28/2015 3:45,52:00.0,definitely less than 24 hours,41.691427,-122.655358,NA,state / rural highway,NA,45 mph,monthly,NA,NA,S Hugdahl,48375,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,10,4,3,2,99998,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9125,66,48,NA,NA,NA,NA,51,NA,2,0,NA,0.102,0,NA,NA,0,NA,0,6_SHS_003_P,105+20698,P1.3,CA-3,NA,I-5 (South),United States,California,Siskiyou,96097,Northbound,41.677424,-122.72335,41.703822,-122.645064,5.761668811,0.000555909,Aug-07,no median,intersection,NA,cable,"t-junction, no break in median",67,216,1495,0,0,331,175,67,30,60,543,543
29751,Dead,m_tylr,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/10/2015 3:30,51:00.0,definitely less than 3 hours,41.623439,-122.808523,NA,NA,NA,NA,weekly,NA,NA,Michael Taylor,48621,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3275,62,62,NA,NA,NA,NA,71,NA,2,0,NA,0.146,0,NA,NA,0,NA,0,6_SHS_003_P,105+20697,P1.11,CA-3,NA,Soap Creek Ridge Rd,United States,California,Siskiyou,96032,Northbound,41.601088,-122.846634,41.677424,-122.72335,9.641037093,0.001619553,Apr-21,no median,NA,NA,cable,NA,60,0,2470,42,90,2590,180,124,30,0,150,150
29753,Dead,m_tylr,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/10/2015 3:45,55:00.0,definitely less than 3 hours,41.674875,-122.728186,NA,NA,NA,NA,weekly,NA,NA,Michael Taylor,48623,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2600,67,45,NA,NA,NA,NA,79,NA,2,3.9,NA,0.104,0,NA,NA,0,NA,0,6_SHS_003_P,105+20697,P1.11,CA-3,NA,Soap Creek Ridge Rd,United States,California,Siskiyou,96032,Northbound,41.601088,-122.846634,41.677424,-122.72335,9.641037093,0.001633525,Apr-21,no median,NA,NA,rocks,NA,1947,658,6713,0,0,390,30,42,1905,4680,792,792
29757,Dead,m_tylr,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/10/2015 10:00,04:00.0,definitely less than 6 hours,41.618752,-122.83291,NA,NA,NA,NA,weekly,NA,NA,Michael Taylor,48627,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3275,62,62,NA,NA,NA,NA,84,NA,2,0.4,NA,0.117,0,NA,NA,0,NA,0,6_SHS_003_P,105+20697,P1.11,CA-3,NA,Soap Creek Ridge Rd,United States,California,Siskiyou,96032,Northbound,41.601088,-122.846634,41.677424,-122.72335,9.641037093,0.001698851,Apr-21,no median,NA,NA,other fence,residential area,30,212,2665,0,30,3734,42,42,134,67,95,95
29876,Dead,m_tylr,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/17/2015 1:45,37:00.0,definitely less than 3 hours,41.61927,-122.832491,NA,NA,NA,NA,weekly,NA,NA,Michael Taylor,48804,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3275,62,62,NA,NA,NA,NA,84,NA,2,0.4,NA,0.117,0,NA,NA,0,NA,0,6_SHS_003_P,105+20697,P1.11,CA-3,NA,Soap Creek Ridge Rd,United States,California,Siskiyou,96032,Northbound,41.601088,-122.846634,41.677424,-122.72335,9.641037093,0.001698851,Apr-21,no median,NA,NA,NA,NA,85,234,2730,0,0,3712,60,42,108,30,108,108
30327,Dead,mfwest,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,10/21/2015,32:00.0,definitely less than 24 hours,39.956584,-120.955782,NA,state / rural highway,NA,55 mph,daily,NA,NA,Matthew West,49433,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,84,NA,2,0,NA,0.285,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001561436,Oct-22,no median,NA,NA,thrie beam,NA,90,30,1612,0,0,18919,30,42,859,1292,60,60
30357,Dead,davidhamilton,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,10/21/2015 5:00,28:00.0,definitely less than 6 hours,40.01955,-121.10428,NA,NA,NA,NA,weekly,NA,NA,David Hamilton,49472,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,112,NA,2,3.6,NA,0.315,0,NA,NA,0,NA,0,6_SHS_070_P,105+07536,P1.11,CA-70,NA,CA-89 (Quincy),United States,California,Plumas,95971,Eastbound,40.0195632,-121.1043044,40.0386704,-120.983902,8.175073775,0.001691744,Mar-22,no median,intersection,NA,NA,"t-junction, no break in median",256,42,150,0,42,4945,30,60,1057,9021,1950,150
30364,Dead,pnmaurer,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,10/18/2015 8:00,40:00.0,about one week,41.691321,-122.655474,NA,state / rural highway,NA,45 mph,monthly,NA,NA,Peter Maurer,49485,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,10,4,3,2,99998,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9125,66,48,NA,NA,NA,NA,51,NA,2,0,NA,0.102,0,NA,NA,0,NA,0,6_SHS_003_P,105+20698,P1.3,CA-3,NA,I-5 (South),United States,California,Siskiyou,96097,Northbound,41.677424,-122.72335,41.703822,-122.645064,5.761668811,0.000555909,Jan-09,no median,intersection,NA,cable,"t-junction, no break in median",60,228,1500,0,30,335,150,85,42,30,573,573
30490,Dead,shugdahl,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,11/3/2015 8:00,00:00.0,about one week,41.499839,-122.906579,NA,state / rural highway,NA,55 mph,quarterly,road shoulder,NA,S Hugdahl,49714,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,74,58,NA,NA,NA,NA,73,NA,2,24.5,NA,0.256,0,NA,NA,0,NA,0,6_SHS_003_P,105+20694,P1.11,CA-3,NA,Main St (North),United States,California,Siskiyou,96027,Northbound,41.461333,-122.888162,41.544092,-122.9044296,6.131850584,0.001208929,May-12,no median,NA,NA,cable,NA,108,201,1146,0,30,924,532,30,30,124,258,258
30514,Dead,cdillingham,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,10/15/2015 8:15,47:00.0,definitely less than 24 hours,39.971891,-120.938198,NA,state / rural highway,NA,55 mph,daily,center-divide / median,Correct Species Entered,Colin Dillingham,49744,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,97,NA,2,0,NA,0.382,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.00153325,Oct-22,no median,NA,NA,NA,NA,42,300,2514,0,67,19772,30,60,108,424,150,150
